1575632405,2051
1576759383,2075
1577031737,2081
1578054655,2088
1578660037,2096
1585756685,2205
1588378504,2234
1591049442,2285
1593707468,2322
1596321870,2357
1598986428,2362
1600208781,2376
1601595442,2291
1602095840,2298
1604256760,2328
1606796845,2360
1609568984,2379
1612168293,2387
1614640505,2418
1615257547,2421
1615859727,2428
1616463602,2433
1617394083,2437
1617928930,2440
1618442493,2455
1619051282,2461
1619858586,2466
1620526903,2472
1621122790,2491
1621759346,2493
1622544820,2497
1623115670,2502
1623712751,2507
1624324421,2512
1624945044,2514
1625122841,2520
1625704659,2523
1626299711,2520
1626910135,2521
1627810673,2528
1628440314,2534
1628986318,2539
1629936616,2544
1630465726,2547
1631669938,2556
1632279271,2550
1633138138,2556
1633831828,2559
1634504330,2561
