1601597773,81
1604257486,104
1606798218,102
1609569838,112
1612170253,138
1613329200,20
1614641914,56
1615859589,76
1616463278,85
1617395673,99
1617929550,114
1618442398,109
1619051032,116
1619860237,118
1620526815,135
1621122524,144
1621759239,146
1622546423,161
1623115491,177
1623712623,176
1624324257,184
1624944825,192
1625121082,191
1625704297,199
1626299581,203
1626909685,209
1627809827,211
1628440210,216
1628986237,218
1629935873,218
1630464513,220
1631669575,224
1632279170,228
1633137356,224
1633831625,226
1634504023,222
