1544038860,4642
1546370689,4734
1549277946,4503
1551403536,4272
1554136260,4042
1556742490,3668
1556757480,3667
1556998123,3662
1559352008,3576
1559391897,3573
1559674868,3556
1561475355,3406
1561988168,3407
1562000536,3405
1564659451,3290
1564844103,3293
1567299972,3148
1569967404,3048
1570205485,3036
1572641100,2967
1572731300,2963
1575251414,2903
1575632536,2888
1578055673,2838
1578660118,2810
1580529992,2728
1583113826,2678
1585756960,2607
1588377995,2557
1591049786,2603
1593708073,2607
1596321319,2520
1598987137,2468
1600209865,2443
1601596788,2434
1604257496,2394
1606798226,2339
1609569846,2338
1612170263,2428
1614641923,2518
1615258120,2527
1615859572,2530
1616463244,2548
1617395684,2594
1617928835,2612
1618442388,2609
1619051013,2632
1619860246,2645
1620526803,2685
1621122513,2692
1621759228,2687
1622546432,2705
1623115478,2723
1623712612,2722
1624324246,2711
1624944815,2729
1625120992,2733
1625704285,2765
1626299567,2772
1626909674,2801
1627809778,2833
1628440200,2823
1628986196,2847
1629935864,2824
1630464464,2846
1631669566,2877
1632279161,2924
1633137298,2909
1633831615,2894
1634504013,2922
