1559674868,260
1561475355,334
1562000536,316
1564844103,216
1570205485,263
1572731300,158
1575632536,214
1578660118,231
1585756960,274
1588377985,136
1591049786,197
1593708073,244
1596321322,184
1598987141,285
1600209868,187
1601596791,155
1604257499,191
1606798230,157
1609569848,130
1612170266,262
1614641925,204
1615258126,223
1615859575,207
1616463248,202
1617395687,259
1617928838,188
1618442390,222
1619051015,210
1619860249,217
1620526807,186
1621122517,214
1621759232,196
1622546437,238
1623115483,187
1623712614,195
1624324249,169
1624944817,191
1625120988,198
1625704280,152
1626299555,204
1626909671,142
